Date,Close
2004-01-02,0.32731813192367554
2004-01-05,0.3410077691078186
2004-01-06,0.3397769033908844
2004-01-07,0.34746795892715454
2004-01-08,0.3593117296695709
2004-01-09,0.3537740707397461
2004-01-12,0.3650027811527252
2004-01-13,0.37100130319595337
2004-01-14,0.37223222851753235
2004-01-15,0.3514672815799713
2004-01-16,0.3494672477245331
2004-01-20,0.34962138533592224
2004-01-21,0.3477754592895508
2004-01-22,0.3411611318588257
2004-01-23,0.34700626134872437
2004-01-26,0.35392820835113525
2004-01-27,0.354850709438324
2004-01-28,0.34639132022857666
2004-01-29,0.348852276802063
2004-01-30,0.34700626134872437
2004-02-02,0.343314528465271
2004-02-03,0.3423919975757599
2004-02-04,0.33516258001327515
2004-02-05,0.34485286474227905
2004-02-06,0.34931376576423645
2004-02-09,0.34869804978370667
2004-02-10,0.3534665107727051
2004-02-11,0.36607950925827026
2004-02-12,0.3650027811527252
2004-02-13,0.3537740707397461
2004-02-17,0.35623496770858765
2004-02-18,0.3577733635902405
2004-02-19,0.34562209248542786
2004-02-20,0.3445453643798828
2004-02-23,0.34131523966789246
2004-02-24,0.34393033385276794
2004-02-25,0.3508514165878296
2004-02-26,0.3543899655342102
2004-02-27,0.36792540550231934
2004-03-01,0.36946380138397217
2004-03-02,0.36623361706733704
2004-03-03,0.36792540550231934
2004-03-04,0.38699856400489807
2004-03-05,0.41130104660987854
2004-03-08,0.39991897344589233
2004-03-09,0.41683873534202576
2004-03-10,0.42575985193252563
2004-03-11,0.41760700941085815
2004-03-12,0.42391398549079895
2004-03-15,0.40684008598327637
2004-03-16,0.3971496820449829
2004-03-17,0.4028416872024536
2004-03-18,0.3948429226875305
2004-03-19,0.39776548743247986
2004-03-22,0.39776548743247986
2004-03-23,0.38899773359298706
2004-03-24,0.39222782850265503
2004-03-25,0.41330015659332275
2004-03-26,0.4159153401851654
2004-03-29,0.42929747700691223
2004-03-30,0.4294508695602417
2004-03-31,0.4159153401851654
2004-04-01,0.41699206829071045
2004-04-02,0.4229905903339386
2004-04-05,0.43560361862182617
2004-04-06,0.4280666410923004
2004-04-07,0.4200688600540161
2004-04-08,0.4234522879123688
2004-04-12,0.431296706199646
2004-04-13,0.4142235815525055
2004-04-14,0.40976259112358093
2004-04-15,0.45067736506462097
2004-04-16,0.44883158802986145
2004-04-19,0.43606528639793396
2004-04-20,0.42652904987335205
2004-04-21,0.42652904987335205
2004-04-22,0.427297443151474
2004-04-23,0.42606741189956665
2004-04-26,0.4172995388507843
2004-04-27,0.4143768846988678
2004-04-28,0.40684008598327637
2004-04-29,0.41176271438598633
2004-04-30,0.3965347111225128
2004-05-03,0.40099573135375977
2004-05-04,0.40207234025001526
2004-05-05,0.40991684794425964
2004-05-06,0.4088401794433594
2004-05-07,0.4102242588996887
2004-05-10,0.40422576665878296
2004-05-11,0.41745370626449585
2004-05-12,0.41991475224494934
2004-05-13,0.4182230234146118
